floor_area,num_residents,avg_temp,has_ac,insulation_level,monthly_energy_cost
174.86381057811016,1,27.89832075020771,No,5.0,1141
192.42377259669104,3,32.49354117772193,No,3.0,1527
244.03394389794516,4,28.728193388538177,No,3.0,2402
53.72116588030434,2,32.233379220506194,No,3.0,1663
68.3158554155733,2,31.18633309902532,Yes,2.0,779
204.01785475148563,3,31.523240862080424,Yes,3.0,3815
387.004728526233,2,26.997455344021233,Yes,1.0,3962
320.2504340792888,2,30.913435305502983,No,2.0,2941
351.22757953090405,1,25.535632886639398,Yes,1.0,3109
436.8656736822339,3,31.405276359454074,Yes,,7477
151.38446992656907,4,28.275702348827288,Yes,5.0,2401
314.0369822729324,2,28.00342051247146,Yes,3.0,3829
399.0789051056816,5,23.50792976177802,Yes,5.0,2862
438.8048903506694,3,27.009216436703213,No,3.0,3159
325.906601750076,1,28.77333612100724,No,2.0,2288
193.77574597126912,2,33.65339876603141,Yes,2.0,3978
456.5569707302756,2,32.2836923125227,Yes,4.0,7291
236.6618696715349,1,27.639774136867647,Yes,5.0,2826
414.85031552497543,1,31.40937204106424,Yes,3.0,6768
206.3593637820409,2,26.727884530109087,Yes,5.0,1452
444.43294705430657,1,,Yes,1.0,5848
50.36230946655764,1,26.039402738407492,Yes,3.0,1704
230.2031519337067,2,28.344783288127267,Yes,1.0,3590
451.0257681044551,1,29.68629549354706,Yes,3.0,5755
465.569535557033,6,33.61702607230701,Yes,3.0,9849
325.14358076674597,1,23.932677763536354,No,4.0,2682
297.2733076695019,4,26.50529770460413,Yes,4.0,2997
483.858816636648,5,29.77755408384237,Yes,,7026
398.8977638243333,3,33.040324158781026,No,3.0,2962
208.91458250615813,4,27.244287337260516,Yes,3.0,2910
410.70679754358366,2,34.31341904602354,Yes,5.0,5802
428.17773586825535,6,28.569312212152905,Yes,,5483
448.5618783265629,4,35.2643609273668,No,4.0,3180
487.6271535419253,2,34.08486407264296,Yes,5.0,8404
54.34506825443377,4,27.649835573300813,Yes,3.0,2651
337.51248630527675,2,24.705106672295273,Yes,5.0,2971
120.0598368822544,3,31.95235947160053,Yes,1.0,3327
422.47723627307226,4,30.317797792413426,No,,3290
262.6346554965851,7,22.795355100166752,Yes,2.0,5124
89.70381497902912,3,28.21964446519742,Yes,4.0,2416
361.67344810960185,4,28.66040827218973,No,5.0,2566
478.7224197875041,7,,No,1.0,4541
174.21031010655634,2,27.24123903216983,Yes,1.0,3079
86.43906784274304,2,26.52693384509197,Yes,,1786
113.44361209358492,3,25.546451448264257,Yes,4.0,1657
330.92425303162725,3,32.18434026499196,No,5.0,1987
320.19855593842095,3,24.32057496715162,Yes,4.0,2318
121.65178066234752,4,28.70438429458472,No,1.0,1842
361.00265642561766,3,28.142295351825247,Yes,1.0,5232
243.43219205825085,5,27.531888165722773,Yes,4.0,3640
441.98545272709896,5,29.791167161810474,No,3.0,2955
356.55948522935597,5,30.048408614717967,No,2.0,3992
200.06249562606988,1,,No,2.0,2192
344.010773461014,2,32.648898735244195,No,2.0,2797
399.0463388227455,2,32.11400920012155,Yes,,7517
477.1715189641888,3,32.10899082209958,Yes,4.0,7277
491.6732592347402,1,26.654663087095873,No,5.0,3022
170.5565978456051,4,34.39640263171559,Yes,1.0,4926
168.38669858996016,1,26.141552663780935,No,4.0,1580
404.61073215257704,3,26.114454554082982,No,1.0,3079
429.6722864978783,2,29.40007211902748,No,1.0,2708
111.34159660295231,3,32.58570660725462,Yes,2.0,2743
69.25769331086815,4,30.99274460200961,Yes,2.0,3047
410.90064182011855,3,35.06853140215428,Yes,5.0,7223
296.51607753476253,2,28.49820857006678,Yes,2.0,4008
80.68457520099882,1,24.81353276280258,No,3.0,1182
164.91933975000424,3,33.046594743102396,Yes,4.0,3482
365.409237235655,1,29.664489105699527,Yes,,4538
390.1014422803198,3,30.112122307072575,No,2.0,3046
236.00564412754093,1,29.352456348162825,Yes,,3615
131.15795709972764,3,,No,3.0,1403
92.16544434765581,2,30.29211239393049,Yes,2.0,1924
66.55952892124381,6,32.32410325504746,Yes,1.0,3345
331.17968368871766,5,28.269651711907258,Yes,5.0,3991
323.4925902884999,1,30.57451968316379,Yes,4.0,5070
34.55443003276488,4,27.835607988133447,No,1.0,1060
491.58821884992074,3,31.06497826448683,Yes,,7623
200.556707600237,1,27.62626529311351,No,2.0,1088
397.88572822842684,5,30.031378377207194,Yes,3.0,7202
176.0983518220027,4,28.143585242543473,Yes,1.0,4164
355.80556852479384,2,24.953600328901913,Yes,4.0,2369
267.50313226600633,3,30.64918792495754,Yes,2.0,4521
98.35830063175233,5,28.56467169376651,Yes,3.0,2510
155.8437906633564,4,30.936428949972615,Yes,4.0,3566
414.5997534202457,4,34.48550297626431,Yes,2.0,9155
51.04139042841025,2,32.50880338834701,Yes,3.0,314
333.5527071979103,3,28.556383587789995,Yes,5.0,4083
397.75833885973645,3,35.676557915700165,No,5.0,3091
163.31511151965023,1,26.012101525918442,No,4.0,1724
297.65503280708816,7,25.128762384929026,No,4.0,3182
319.3424607539685,3,29.28872170796508,No,1.0,2908
204.39705893856487,5,28.444511366984706,Yes,1.0,4077
474.41002084579844,5,33.15630226432233,Yes,3.0,9432
278.9588213393678,2,29.528902867176242,Yes,3.0,3880
57.44423525870241,1,29.99509945420479,Yes,1.0,1321
129.92012387762801,3,25.93492527121912,Yes,4.0,2012
189.15646782132197,2,29.674871827889717,Yes,2.0,2852
307.7742602064521,1,31.70439375444605,No,2.0,2633
148.13459090378245,3,31.081841659970532,No,1.0,2817
362.7009122888908,4,26.240331926202806,No,,3786
201.49641243364496,5,19.695542535386394,Yes,5.0,1086
99.34480439831495,6,29.46881792176331,No,4.0,1635
131.00071226442373,4,28.221368348494693,Yes,1.0,3601
306.3155385845144,1,36.06026162396215,Yes,3.0,7373
391.481159604279,6,29.8349326734653,Yes,5.0,5938
49.30874739689736,5,28.3123140222041,No,4.0,1689
42.31610272728891,4,34.13645651161777,No,5.0,1665
259.76210685506476,5,24.892338801068423,Yes,4.0,3449
483.9431700363,3,31.01715462354926,No,1.0,4296
249.0071676462743,4,35.052108393975125,Yes,2.0,6038
207.87366466451323,2,30.673603445024533,Yes,4.0,2968
494.6261987857741,1,32.178745190183854,Yes,,7692
140.3233696746247,3,31.482849696830776,Yes,5.0,1790
265.88412588687845,1,35.68035694535323,Yes,1.0,6499
121.99950306636126,3,21.981598570534064,No,4.0,2234
198.1786708905948,2,33.39935196184377,No,,2043
335.8943629642454,3,30.149588652290234,Yes,1.0,7103
171.6010069211328,4,38.46516158568656,Yes,5.0,4053
95.95539075355535,2,31.27286074114164,Yes,4.0,2379
121.00078437227528,3,26.883282279653912,Yes,5.0,2273
315.38104192268776,2,30.452021610779084,Yes,2.0,5282
333.5766898797001,4,29.511394611094534,Yes,,4032
38.00214055872478,5,32.27414182083143,Yes,4.0,2870
155.2977813605885,5,28.658616651235427,No,2.0,1948
158.33033205133222,1,32.02690569384837,Yes,3.0,3152
139.46769480386024,2,29.888835423357733,No,5.0,1628
393.71465321048345,3,29.837136717959407,Yes,5.0,5245
447.9381392288771,2,28.807880367015986,Yes,2.0,5934
186.65896959162487,2,30.067438893695545,Yes,5.0,2981
62.84652187819015,5,29.864593498681135,Yes,1.0,3235
196.8503880876927,3,24.839637449060277,No,5.0,900000
383.32555743982215,6,28.1942358997272,Yes,4.0,5601
230.32118493752102,1,31.75928609574348,Yes,3.0,4077
429.0232675167763,4,24.651684174997392,No,4.0,2739
65.79293871234802,2,26.236968988863914,Yes,4.0,861
269.3580501670583,3,33.520665921950055,Yes,5.0,4536
31.91497592393763,4,35.596511639815574,Yes,1.0,2120
466.47476215871893,4,31.647693183026654,No,1.0,3644
142.7408110890716,5,36.96745870683285,Yes,2.0,5112
38.77792652913029,3,27.237825729476036,Yes,4.0,1610
458.6977566235825,1,26.855618067654657,Yes,2.0,4050
49.774296484086186,6,38.55495273396794,Yes,2.0,3492
494.02154744566036,3,36.33969828116586,Yes,4.0,10090
255.7825987663011,2,30.767118200846618,Yes,5.0,3412
236.11899846777922,3,31.55390922468923,Yes,5.0,4084
268.47303712119367,2,27.47128937108449,No,2.0,1092
382.9805483930107,3,29.216036502151226,No,1.0,2276
362.6756858124461,3,29.978247724252984,No,4.0,2177
37.72635731438903,1,29.180077249950486,Yes,5.0,1744
272.64817300710354,2,32.76114954624021,Yes,3.0,5474
168.38839270729937,2,30.55422341684306,Yes,1.0,3796
344.62821924503794,4,37.679108828682864,Yes,4.0,8497
67.56252222240508,1,28.645807364807297,Yes,2.0,1348
96.00678411909104,3,23.634188623183107,Yes,5.0,1530
166.65707071397136,1,34.189765373221846,No,2.0,1687
262.61940043558553,2,26.98627142370252,Yes,5.0,2212
430.16911085496963,1,29.066027670399826,No,5.0,2623
54.78291124060191,3,30.46500175302452,Yes,2.0,2511
95.08291655127145,3,32.207499847213626,Yes,3.0,3343
372.76024190288734,5,33.75922484357162,No,1.0,4133
468.73846120026906,2,28.933121414137602,Yes,1.0,7186
155.75713036454388,5,30.564413971035982,Yes,2.0,3682
429.62259220035605,4,26.493120154034493,Yes,4.0,4251
467.07718722964694,2,,Yes,4.0,9813
358.10671867417506,2,26.771974443630167,Yes,2.0,4088
435.94965872936723,1,30.189014878976636,Yes,4.0,5652
126.37821066350911,4,30.782297759480763,Yes,2.0,2445
247.3371602823457,1,26.398139896413703,No,3.0,1403
463.63153047033103,2,27.56793659115049,Yes,5.0,5053
291.1570906913763,3,27.55107145839554,Yes,1.0,4481
282.33275067447255,1,27.56430560680686,Yes,4.0,2778
386.62821903433496,2,31.02593011196504,No,2.0,3404
181.41096856485635,3,29.509367023273466,Yes,2.0,2812
70.39076531802039,4,26.017002775839224,Yes,5.0,1264
102.9970410431135,1,31.778984473638904,No,4.0,960
110.19689356451048,5,29.808163511762015,Yes,4.0,2241
125.08631379487328,2,33.14188631965177,Yes,3.0,2721
181.7029660376201,1,28.247374479311258,No,3.0,765
148.47232606448472,1,,Yes,,2017
367.6926813811289,5,30.690547227586972,Yes,5.0,5701
435.603294676987,2,25.482285470755713,Yes,2.0,4057
222.5118681706914,2,27.71239402500365,Yes,1.0,3012
53.265528049768264,3,27.268874467029782,Yes,3.0,1178
327.3923571701283,3,30.0612494225834,Yes,4.0,5141
131.60756248523782,4,31.829414433843827,Yes,5.0,2615
382.17162173029385,2,30.183364000763472,No,5.0,2079
408.5027689094909,3,26.918649683006564,Yes,4.0,4255
149.12734951551846,2,27.594470611026956,Yes,3.0,1589
424.1217086938043,2,24.2863044412314,No,2.0,4074
49.54965929666659,7,25.675387614374543,Yes,2.0,2065
183.39730551609523,1,32.7627437619758,No,1.0,1710
411.88251171695305,2,26.671802101421427,Yes,1.0,3941
396.4814468978705,3,30.36909960037569,Yes,1.0,6677
133.26667859329382,4,30.81950886873007,Yes,1.0,3789
113.17743576950885,4,30.423043445779847,Yes,2.0,3207
215.64664995565155,2,32.5964462872942,Yes,,4798
285.6107037207178,7,31.116137545464188,Yes,3.0,6464
379.7577903241156,3,31.248024626590567,Yes,4.0,5858
410.8660197549167,3,27.04716563799402,No,5.0,2052
440.80007970952363,2,32.79280391923717,No,1.0,3417
438.4898730937761,3,30.050964648075567,Yes,4.0,5872
67.87923928670682,2,32.113550226101125,Yes,5.0,2498
390.9681351306878,2,,Yes,4.0,5066
304.4458449170379,3,31.750027594064033,Yes,5.0,4698
276.57065280275725,3,28.67220874170066,Yes,3.0,4160
352.9166037406917,3,27.083288194557134,Yes,2.0,4672
478.64591839798356,1,32.4119241543274,No,2.0,2441
382.86110126559265,1,29.520159720049563,Yes,,4567
491.5422285153186,3,33.15074361145333,Yes,1.0,10248
401.83673138620026,2,,Yes,,5006
87.77339219484023,3,35.58094969894768,Yes,2.0,2549
462.72962304698257,3,29.901230098733084,Yes,3.0,5887
390.97451831784986,2,34.67631453176941,Yes,4.0,7158
86.84403305014531,1,30.267901468554765,Yes,1.0,359
380.5531324051215,2,33.73046632947566,No,5.0,2890
419.0186986377081,1,33.62299769926422,Yes,1.0,8083
244.78928586182798,2,35.30678641804018,Yes,5.0,4667
170.36111822594322,5,27.39651187479138,No,3.0,2069
476.88062953953744,2,32.73023591617603,Yes,5.0,6654
490.0445566285907,2,27.30593843115245,Yes,3.0,4423
41.822500489421564,8,29.309219378508647,No,4.0,2079
238.93314881675116,8,29.706311995264446,No,1.0,3456
448.2827449567424,5,27.04100498698167,Yes,5.0,5434
113.5572404358871,2,30.640289580956836,Yes,4.0,1385
310.3477926881423,4,32.99391451967223,Yes,1.0,6907
294.7393017657371,5,28.876062669791658,No,2.0,3539
199.07266259780283,2,27.556401781727974,No,,2356
346.41253585091397,1,30.632308067215043,Yes,1.0,5515
445.30666064596704,2,30.814838498689678,No,1.0,3601
398.3222016915117,1,30.0444498654969,No,4.0,2682
189.95548442419974,3,31.09170236753045,Yes,1.0,3920
174.74085355311126,4,26.964918427252346,Yes,4.0,3070
275.1932245265087,1,32.74295835980201,No,4.0,1483
37.00419137583982,2,31.246681019945868,Yes,1.0,1717
238.18446929352461,2,24.89319853479492,Yes,1.0,2907
140.47031628698014,1,31.439382413972595,Yes,3.0,2399
407.01821693333835,3,28.327363651852142,No,1.0,2826
441.51018819953674,2,32.07919280150631,Yes,4.0,6769
203.34728282092803,3,28.62531080796016,Yes,1.0,3829
73.74867116522276,1,,No,4.0,1431
412.66129323531203,5,29.571082202388716,Yes,5.0,5862
114.36399865061416,1,26.10263229434333,Yes,5.0,233
421.87848930102257,2,30.765694206691702,No,2.0,3425
277.39370023576635,5,34.11430292136647,No,2.0,2802
121.00078437227528,3,26.883282279653912,Yes,,2273
70.7513070407939,2,25.699528393894226,Yes,4.0,1018
291.7626114972417,1,33.12953122658455,No,4.0,1623
85.01719856854422,2,29.468073034474003,No,1.0,2100
239.8848365789399,4,28.170332836853927,Yes,1.0,4049
71.35468455530432,1,28.840333984721262,Yes,2.0,1783
55.828094342079446,1,27.43025291716799,No,2.0,760
331.5913540347662,1,28.09353030994423,No,5.0,2031
437.1729947805745,4,34.01933102879445,Yes,3.0,900000
275.14270008695377,3,29.078462670794533,Yes,4.0,3614
105.17373280242606,1,25.727179205274986,Yes,5.0,1533
390.54481533835207,3,29.986375828323215,Yes,4.0,5266
163.30942866320544,4,29.73194824664372,No,4.0,1716
185.38542993143136,2,30.187721643755527,Yes,4.0,3208
462.58920841375124,4,32.50874214662042,No,3.0,3825
135.33030112871165,5,34.46175403919878,Yes,4.0,4835
460.42967519663256,3,32.13999520706795,No,4.0,2297
350.2092466763354,3,27.59756314648334,No,3.0,1377
352.50463540561793,1,25.4345241870599,Yes,1.0,3143
271.9645061617804,4,30.844056742222335,Yes,4.0,4136
364.9699526819631,5,27.82133982713592,Yes,4.0,4490
77.78950382104387,3,34.73502549337206,Yes,1.0,2647
137.24965369482675,4,29.864555631958815,Yes,2.0,2666
127.93756172946436,1,32.89806351888551,Yes,5.0,2186
359.63702824124573,3,28.27373412419479,Yes,3.0,4371
356.10793034196956,5,27.6115379226432,Yes,4.0,4336
464.7967241122781,5,29.704675728176408,Yes,1.0,8576
416.5846640042005,6,29.41225915648161,Yes,5.0,6491
48.19268337417388,4,26.86592269872689,Yes,4.0,1805
464.7773068326302,6,27.901525685997346,No,2.0,4852
100.01210143963418,3,28.619689168218265,Yes,2.0,2735
452.4222245222747,2,32.25334950867353,No,4.0,2512
229.39237334125872,6,27.26989727870695,No,3.0,2206
369.4506461480375,2,25.075499842662204,Yes,1.0,2725
153.2079636165314,2,24.550819565537935,Yes,5.0,1445
358.860533544863,1,33.57102701039479,Yes,1.0,7442
453.3048519428932,3,32.580328964549516,No,3.0,3030
282.33275067447255,1,27.56430560680686,Yes,4.0,2778
241.48371693660843,1,29.57028662621878,Yes,1.0,3905
238.49072691894716,3,30.446753403319914,No,,2256
434.93395521973054,1,31.64334612899788,Yes,2.0,6917
143.64539873669287,5,33.01135702680023,Yes,1.0,4326
38.19163973737621,2,28.367974441991336,Yes,3.0,1473
316.9137027947289,3,31.988734039406655,Yes,1.0,6843
96.43123311061282,2,28.4903553736865,Yes,1.0,2304
207.90291416089687,2,26.051306121325844,No,1.0,1360
303.7843986365871,4,28.591353341632598,Yes,5.0,4808
483.6555032226647,3,28.356573847269722,No,4.0,3184
433.3123085736992,1,28.40362405797053,Yes,2.0,5259
172.36226812999053,1,30.311795410321977,Yes,4.0,2599
116.13016554223371,2,31.32384923674385,Yes,5.0,2636
394.5980024173207,1,34.827766499081335,No,5.0,1440
322.02268431813997,6,31.093860038523566,Yes,2.0,6319
213.9031586375987,2,33.947999958842345,Yes,1.0,5133
224.5724704891445,4,32.40069370988238,No,4.0,2361
396.2069863615824,2,28.650304955511324,Yes,3.0,4126
84.4509377209412,5,25.94861231452713,Yes,1.0,2545
44.17892866120599,3,33.14003823596068,Yes,5.0,1779
268.56001039231984,2,,No,1.0,2413
441.2959691671658,1,31.80981792858584,Yes,,7581
41.57907721339416,5,28.32993661882242,No,4.0,2040
158.23789502145377,1,25.538128181215928,Yes,5.0,1146
297.00636673425254,3,27.970490287272845,No,4.0,2924
76.30041214661915,4,27.893101260264892,No,2.0,1646
205.73227972846917,3,26.830050767482557,Yes,2.0,2827
480.72908395607647,4,28.140405544577074,Yes,2.0,5985
92.98996681945613,3,32.29021966815294,Yes,3.0,2707
104.73201056103947,4,24.599401924349216,Yes,3.0,1452
103.16160995325949,4,27.61715302212478,Yes,5.0,2251
-8.297426009519356,2,34.991435118562855,Yes,4.0,6709
123.42279079697761,3,27.99475671995938,No,4.0,1908
447.2863808840382,1,26.107131586068313,Yes,5.0,3176
99.33208194810975,2,24.284434128808943,Yes,5.0,1555
284.73370346583016,2,24.54876408254317,No,5.0,1813
459.76946323658217,1,34.98555104880257,Yes,5.0,8404
55.66475850265755,2,30.256200950906198,Yes,1.0,1677
113.24521934456534,1,28.935546747670806,Yes,5.0,650
449.87556234068995,2,31.636508684135013,Yes,1.0,8135
188.66964844444664,2,29.522638050975118,Yes,4.0,3023
171.06930155947592,3,28.325448397890383,Yes,5.0,2500
69.76657140312926,1,29.07961518131579,Yes,,1324
296.2744244066927,2,29.0805333522209,No,2.0,1530
220.34822344667734,3,30.615767490457756,Yes,1.0,4815
161.01335812445055,2,30.194053042107086,Yes,,3034
357.5255964056399,3,33.1718290318184,Yes,1.0,8005
225.6872016597485,4,28.890808413433053,Yes,4.0,2987
